source_type,source_name,source_url,source_notice_id,title,body,published_at,deadline_at,dedupe_hash,is_processed,is_embedded,is_deleted,created_at,updated_at,published_at_raw,published_at_inferred,published_at_final,published_at_confidence,notice_tag,category_final,category_reason,deadline_text,content_hash
university_portal,ajou_oia,https://www.ajou.ac.kr/oia/notice/notice.do?mode=view&articleNo=360847&article.offset=0&articleLimit=10,360847,2026-2학기 파견 교환 및 복수학위 1차 모집 서류 합격자 공지,"국제교류팀
국제교류팀
작성일
2026-01-05
조회수
8365
(홈페이지 공지용) 2026-2학기 파견 교환 및 복수학위 1차모집 서류합격자 명단.pdf
*공통 유의사항(필독)
1) 면접 대상자들에게는 면접 일정 및 ZOOM 링크가
2026.01.08.(목) 18:00이내
지원서 제출 시 기입했던 이메일로 일괄 발송 될 예정입니다.
면접대상자 명단에 포함되었으나
2026.01.08.(목) 18:00이내
면접 안내 이메일을 수신하지 못한 경우 국제교류팀으로 연락 바랍니다.
2)
가산점 관련 서류는
2026.01.09.(금) 16:00이내
의 기한 내 제출 바라며, 제출자에 한하여 가산점 반영 예정임을 유의 바랍니다. (제출 링크:
구글폼(클릭)
)
3) 면접확인서 발급이 필요한 학생의 경우,
""
면접전형 종료 이후
"" 일주일 이내로
exch@ajou.ac
.kr로 성명/학과/학번/배정된 면접시간과 함께 요청 이메일을 보내주세요.
4) 기타 유의사항 및 안내사항은 아래 자료를 참고하시기 바라며, 미확인으로 인한 불이익은 지원자 본인에게 책임이 있음을 유의 바랍니다.
이전글
2026-2학기 파견 교환 및 복수학위 1차모집 공고
다음글
2026-2학기 파견 교환 및 복수학위 1차 모집 최종합격자 공고
목록",2026-01-05,,9389329c5545cf5d7d3946539ce53b1f16a6670b331a6a8d5bbd4f78b664c593,False,False,False,2026-02-21T11:20:51+09:00,2026-02-21T11:20:51+09:00,2026-01-05,2026-01-05,2026-01-05,high,Outgoing,exchange,교환,,c451e42d234c9291f5b6a2b207b86ae5719d98e8b3da5daaa73b313b17e73fe8
university_portal,ajou_oia,https://www.ajou.ac.kr/oia/notice/notice.do?mode=view&articleNo=360080&article.offset=0&articleLimit=10,360080,2026-2학기 파견 교환 및 복수학위 1차모집 공고,"국제교류팀
국제교류팀
작성일
2025-12-15
조회수
17442
(붙임3) (1차모집) 2026-2학기 파견 교환학생 및 복수학위 지원 대학 목록(홈페이지 공고용)_1222.xlsx
(붙임1) (1차모집) 26-2학기 파견 교환 및 복수학위 모집 요강_1222.pdf
2026-2학기 파견 교환학생 및 복수학위생 1차 모집
을 안내하오니, 붙임의 모집요강을 꼼꼼하게 참고하시어 관심 있는 학생들의 많은 지원 바랍니다.
※유의사항
- 어학시험 증명서 파일명은 성명_학번_1차지원_어학시험종류 로 반드시 변경하여 제출
- 지원서 제출 시 이메일주소는 본교 도메인(@ajou.ac.kr) 계정으로 기재하여 제출
- 학교 별 T/O, 지원 가능 대학, 세부 요건 등은 업데이트 될 경우 본 공지사항에 추가됩니다.
- 이전 선발 합격 후 파견 포기한 학생은 국제교류팀으로 문의(exch@ajou.ac.kr) 후 지원 가능합니다.
-
교환신청 대학의 자격요건(어학/전공/학점/파견학년) 검토의 책임은 지원자
에게 있으며,
최종합격 이후 자격요건 미달 및 전공 불일치로 파견이 취소 될 수 있으므로,
대학 홈페이지와 Factsheet 등을 반드시 개별적으로 참고
하여 검토 바랍니다
- 지원 마감일 이후에는 어떠한 사유로도 지망대학 변경이 불가합니다.
- 최종합격자 발표 이후에는 어떠한 서유로도 배정대학 변경이 불가합니다.
- 1년(2개 학기)지원자는 구글폼으로 별도 지원 필수. 12/22자 업데이트된 모집 요강 참고할 것
---------------------------------------------------------------
2025.12.16. Updated
-폴란드 University of Warsaw 어학요건 수정
-독일 TU Dresden 어학요건 수정(토익추가)
2025.12.17. Updated
- 네덜란드 Maastricht University 어학요건 수정(토익추가, 세부요건 필히 확인)
- 스웨덴 Linnaeus University 추가
- 핀란드 Tampere University, Haaga-Helia University of Applied Sciences 추가
2025.12.22. Updated
- 대만 NTNU 추가
- 인도네시아 Universitas Indonesia 추가
- 핀란드 LAB University of Applied Sciences, Tampere University of Applied Sciences 추가
- 체코 Czech Technical University in Prague 학점 요건 추가
- 스웨덴 Linnaeus University 어학 세부요건 추가
- 독일 Dresden University of Technology 토익 세부요건 추가
- Julius-Maximilians-Universität Würzburg 티오 수정
- 영국 University of Bradford 제외
※ 첨부파일(총 2개)
- (1차모집) 26-2학기 파견 교환학생 및 복수학위 선발 요강
- (1차모집) 26-2학기 파견 교환학생 및 복수학위 지원대학목록
문의처:
exch@ajou.ac
.kr
이전글
2026-2학기 파견 학부·석사 연계과정 프로그램 모집 공고
다음글
2026-2학기 파견 교환 및 복수학위 1차 모집 서류 합격자 공지
목록",2025-12-15,,1b166d3e07c41bf445f8e4c8f3b47ad907e99a5672a0450ce3934057e75f8da2,False,False,False,2026-02-21T11:20:51+09:00,2026-02-21T11:20:51+09:00,2025-12-15,2025-12-15,2025-12-15,high,Outgoing,exchange,교환,,d96d95fbf53eb3d4f5e7bd697386a4b1e000b981941645bfb24cec7a710e4e31
university_portal,ajou_oia,https://www.ajou.ac.kr/oia/notice/notice.do?mode=view&articleNo=359975&article.offset=0&articleLimit=10,359975,2026-2학기 파견 학부·석사 연계과정 프로그램 모집 공고,"국제교류팀
국제교류팀
작성일
2025-12-12
조회수
14355
(붙임2) 졸업계획서.hwp
(붙임2)2026-2학기 학부 해외석사 연계 과정생 2차 모집 공고문(최종).pdf
2026-2학기 파견 해외 우수대학 학부 및 해외석사 연계 과정생 모집 안내 주요 사항
- 지원서 제출 기간: 2025.12.15.(월)~2025.12.21.(일) 23:59PM
* 포털 지원 및 구글폼 작성
모두 제출
하여야 정상 접수되오니 이점 유의하시기 바랍니다.
이전글
[당일 재공지][국제교류팀] 2026-2학기 교환학생/복수학위/학석사연계 프로그램 설명회 개최 안내
다음글
2026-2학기 파견 교환 및 복수학위 1차모집 공고
목록",2025-12-12,,0386b1b100e9b120cb2ada24bd93e03b4ab55ddeb2658bd7b3866f9e1f6e1f8b,False,False,False,2026-02-21T11:20:51+09:00,2026-02-21T11:20:51+09:00,2025-12-12,2025-12-12,2025-12-12,high,Outgoing,exchange,교환,,e8bf51931071079c56479a34fda169e130cddf4f4c8f894a178905c9ba90a710
university_portal,ajou_oia,https://www.ajou.ac.kr/oia/notice/notice.do?mode=view&articleNo=359877&article.offset=0&articleLimit=10,359877,[당일 재공지][국제교류팀] 2026-2학기 교환학생/복수학위/학석사연계 프로그램 설명회 개최 안내,"국제교류팀
국제교류팀
작성일
2025-12-11
조회수
11706
2026학년도 2학기 교환학생, 복수학위 및 학석사 연계과정 프로그램 설명회
를
오늘 4시, 율곡관 영상회의실(151호)
에서 진행하오니
관심 있는 학생분들의 많은 관심과 참석 바랍니다.
문의처:
exch@ajou.ac.kr
이전글
(D-2) 2026-2학기 교환학생 및 복수학위 프로그램 설명회 개최 안내
다음글
2026-2학기 파견 학부·석사 연계과정 프로그램 모집 공고
목록",2025-12-11,,66e1ef14fc09a58269ca3166b38725567678940e85a0f57ffa1648405c371222,False,False,False,2026-02-21T11:20:51+09:00,2026-02-21T11:20:51+09:00,2025-12-11,2025-12-11,2025-12-11,high,Outgoing,visa,d-2,,f60fb1f1ffd8b88b6b4daf7536d561bbee8c23b46eb307a6c9908d546fae2674
university_portal,ajou_oia,https://www.ajou.ac.kr/oia/notice/notice.do?mode=view&articleNo=359784&article.offset=0&articleLimit=10,359784,(D-2) 2026-2학기 교환학생 및 복수학위 프로그램 설명회 개최 안내,"국제교류팀
국제교류팀
작성일
2025-12-09
조회수
10941
2026학년도 2학기 교환학생 및 복수학위 프로그램 설명회 및 모집 일정
을 아래와 같이 안내드리오니
관심 있는 학생분들의 많은 관심과 지원 바랍니다.
문의처:
exch@ajou.ac.kr
이전글
2025년 동계 3차 해외단기파견 합격자 발표
다음글
[당일 재공지][국제교류팀] 2026-2학기 교환학생/복수학위/학석사연계 프로그램 설명회 개최 안내
목록",2025-12-09,,81994bfbaddb8ef4ca174adda0f2621ad4174a33c31ace366dd231b1b7460e75,False,False,False,2026-02-21T11:20:51+09:00,2026-02-21T11:20:51+09:00,2025-12-09,2025-12-09,2025-12-09,high,Outgoing,visa,d-2,,d986eb1c317a139ee2261aebbc3940771bdd8cb198af856f48448a087e451e81
university_portal,ajou_oia,https://www.ajou.ac.kr/oia/notice/notice.do?mode=view&articleNo=359733&article.offset=0&articleLimit=10,359733,2025년 동계 3차 해외단기파견 합격자 발표,"국제교류팀
OIA
작성일
2025-12-08
조회수
16392
2025-동계 해외단기파견 3차모집 최종합격자 안내.pdf
2025-동계 해외단기파견 3차 모집 합격자 명단.pdf
2025학년도 동계계절 해외단기파견프로그램
3차 모집
최종 합격자 발표
2025학년도 동계계절 해외단기파견 프로그램 3차 모집에 지원해주신 학생 여러분께 감사드립니다.
진행된 서류심사 결과에 따른 최종 합격자와 파견대학은 붙임의 ""합격자 명단""을 확인 부탁 드립니다.
25-동계 3차 해외단기파견 합격자에게는 개별적으로 이메일을 발송할 예정이니,
확인 후 이메일로 회신
부탁드립니다.
감사합니다.
국제협력처 국제교류팀
031-219-3522 |
short-term@ajou.ac.kr
이전글
2026-2학기 교환학생 및 복수학위 선발 예고
다음글
(D-2) 2026-2학기 교환학생 및 복수학위 프로그램 설명회 개최 안내
목록",2025-12-08,,f19bcc46c85e49cbb4362143ee59debe58e76edf906419151a72d301c9fbfb09,False,False,False,2026-02-21T11:20:51+09:00,2026-02-21T11:20:51+09:00,2025-12-08,2025-12-08,2025-12-08,high,Outgoing,visa,d-2,,f4b647022c434211b36f4c7f19b72bf54a055904b64af7d98d38ca4c049dbfe0
university_portal,ajou_oia,https://www.ajou.ac.kr/oia/notice/notice.do?mode=view&articleNo=359482&article.offset=0&articleLimit=10,359482,2026-2학기 교환학생 및 복수학위 선발 예고,"국제교류팀
국제교류팀
작성일
2025-12-02
조회수
12132
2026학년도 2학기 교환학생 및 복수학위 프로그램 선발 일정
을 아래와 같이 안내드리오니
관심 있는 학생분들의 많은 관심과 지원 바랍니다.
더불어 오는 12월 11일 진행 예정인 2026-2학기 파견 설명회 행사 또한 많은 관심과 참석 바랍니다.
문의처:
exch@ajou.ac.kr
이전글
[국제교류팀] [동계 3차] 2025 해외단기파견 프로그램 참가자 모집 (11/24~11/30)
다음글
2025년 동계 3차 해외단기파견 합격자 발표
목록",2025-12-02,,7dc84fd8b74848c6d3974460cf83e9339ac0a4c4f98b60ac0cdeac5c41b57c27,False,False,False,2026-02-21T11:20:51+09:00,2026-02-21T11:20:51+09:00,2025-12-02,2025-12-02,2025-12-02,high,Outgoing,exchange,교환,,7187e1d44b68f2c2916dfc8587ae68097674cfc9ce6f76c0e5e546290c9dcf22
university_portal,ajou_oia,https://www.ajou.ac.kr/oia/notice/notice.do?mode=view&articleNo=358924&article.offset=0&articleLimit=10,358924,[국제교류팀] [동계 3차] 2025 해외단기파견 프로그램 참가자 모집 (11/24~11/30),"국제교류팀
OIA
작성일
2025-11-21
조회수
13546
(필독) 2025-동계 3차 해외단기파견 학생 모집 공고문(2025.11.19.).pdf
(지원동기서)_2025_동계_해외단기파견프로그램_(양식).docx
(지원동기서)_2025_동계_해외단기파견프로그램_(양식).hwp
(3차)_25-동계_해외단기파견프로그램_지원방법.pdf
서약서(8학기참여자).hwp
25_동계 3차 사전설명회 자료.pdf
2025년 동계 3차 해외단기파견 프로그램 참가자 모집
▶[필독]
학생 모집 공고문
PDF
파일
을 꼭! 확인하여
파견교별 과목, 어학성적 요건, 장학금 등에 대한 상세한 내용을 빠짐없이 읽어주세요.
▶
[일정]
▷
2025.11.24.(월) ~ 2025.11.30.(일) 23:59까지
| 지원서 작성 (★
★
★
아주포털 및 구글폼(지원동기) 꼭
2개 모두
작성!
★
★
★
)
▷ 2025.12.08.(월) 18:00 이후 | 합격자 발표
▶
[지원 방법]
1. AIMS 포털 신청
2. 구글폼 지원서 제출:
https://forms.gle/MUPTFKmkKoRxuaTHA
▶
[문의]
율곡관 152호 ㅣ tel: 031-219-3522 ㅣ
short-term@ajou.ac.kr
▶ [파견교별 프로그램 Brochure]
[필독]
학생 모집 공고문
PDF
파일
내 링크 확인 및
구글드라이브
(클릭) 확인
▶ [파견교별 참가자 후기]
국제교류팀 홈페이지:
기파견자 참가후기 바로가기
(클릭)
▶ [사전설명회 참여방법]
- ZOOM 온라인 사전설
명회 진행: 11.26
.(수) 15:00 (회의실 코드: 852 3270 9592 / PW: 1126)
▶ [문의사항]
○
국제협력처 국제교류팀
(Office of International Affairs, Int’l Exchange and Cooperation Team)
☞ 아주대학교 율곡관 152호
 E-mail:
short-term@ajou.ac.kr
☎ 031-219-3522

https://oia.ajou.ac.kr/oia/outgoing/short-intro.do
이전글
2025 국제겨울학교(AIWS) 버디(Buddy) 학생 모집 공고
다음글
2026-2학기 교환학생 및 복수학위 선발 예고
목록",2025-11-21,,9a17cd6fd8bb538963cdfa440dd2fdeaed613f1cd1b5327ac926e88b97345741,False,False,False,2026-02-21T11:20:51+09:00,2026-02-21T11:20:51+09:00,2025-11-21,2025-11-21,2025-11-21,high,Outgoing,exchange,outgoing,,851ea206b65da87801299eb3c2a2767d80429418845685e800ce1873ef89d56e
university_portal,ajou_oia,https://www.ajou.ac.kr/oia/notice/notice.do?mode=view&articleNo=364896&article.offset=0&articleLimit=10,364896,[공지][국제교류팀] 2026-2학기 파견 학부·석사 연계과정 프로그램 설명회 안내(미국 Purdue University),"[국제교류팀] 2026-2학기 파견 학부·석사 연계과정 프로그램 설명회 안내(미국 Purdue University)
국제교류팀
국제교류팀
작성일
2026-03-12
조회수
1386
일시:
2026.03.19.(목) 20:00 KST
, Online ZOOM 진행
참가 신청서:
https://forms.gle/Xh2moae1YjnNeTBM9
이전글
2026-2학기 교환학생 및 복수학위 3차모집 예고
다음글
다음글이 없습니다.
목록",2027-12-01,,525bcd8e6fc3558de3c4df2947a13d871f718f2993856975bb0f4df152fa8c53,False,False,False,2026-03-17T21:11:36+09:00,2026-03-17T21:11:36+09:00,2027-12-01,2026-03-12,2027-12-01,high,공지,exchange,교환,,488a9da48bd0788062f243473e79989f1a1d28c79c5801c572e57b15900d9cf8
university_portal,ajou_oia,https://www.ajou.ac.kr/oia/notice/notice.do?mode=view&articleNo=364623&article.offset=0&articleLimit=10,364623,[공지]2026-2학기 교환학생 및 복수학위 3차모집 예고,"2026-2학기 교환학생 및 복수학위 3차모집 예고
국제교류팀
국제교류팀
작성일
2026-03-10
조회수
1804
2026-2학기 파견되는 교환학생 및 복수학위 3차모집
을 아래와 같이 예고하오니
관심 있는 학생들의 참고 바랍니다.
3차모집 지원서 접수기간:
2026.03.30.(월)~04.07.(화) 14:00
이전글
[재공지] 2026-2학기 파견 학·석사 연계과정 추가모집 공고
다음글
[국제교류팀] 2026-2학기 파견 학부·석사 연계과정 프로그램 설명회 안내(미국 Purdue University)
목록",2027-12-01,,eea3507c3c46754dcdb532f94168a3c7812d0ea30818a49eb4e05ef568726011,False,False,False,2026-03-17T21:11:36+09:00,2026-03-17T21:11:36+09:00,2027-12-01,2026-03-10,2027-12-01,high,공지,exchange,교환,,c4d8d72a32d816057ea1da07b2af12b892a9e997f21ec3fa9d2933710e1e1518
